period,category_id,category_name,census_naics,census_label,kind_of_business_source,sales_millions_nsa,sales_note,preliminary_flag,source_id,source_file,source_sheet
2017-05-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9369,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-06-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9317,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-07-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9195,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-08-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9813,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-09-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9467,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-10-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9436,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-11-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10468,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2017-12-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11181,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2017
2018-01-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,8679,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
2018-02-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,8508,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
2018-03-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9963,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
2018-04-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9152,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
2018-05-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9883,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
2018-06-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9692,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
2018-07-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9703,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
2018-08-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10169,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
2018-09-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9560,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
2018-10-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9746,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
2018-11-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10563,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
2018-12-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10912,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2018
2019-01-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,8641,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2019
2019-02-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,8463,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2019
2019-03-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9825,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2019
2019-04-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9394,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2019
2019-05-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10105,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2019
2019-06-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9565,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2019
2019-07-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9986,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2019
2019-08-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10402,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2019
2019-09-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9914,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2019
2019-10-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10027,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2019
2019-11-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10789,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2019
2019-12-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10926,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2019
2020-01-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9225,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2020
2020-02-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9193,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2020
2020-03-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,7897,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2020
2020-04-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,3780,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2020
2020-05-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,7072,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2020
2020-06-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9581,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2020
2020-07-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10172,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2020
2020-08-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10692,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2020
2020-09-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10671,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2020
2020-10-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10645,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2020
2020-11-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10697,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2020
2020-12-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11493,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2020
2021-01-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10215,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2021
2021-02-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9690,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2021
2021-03-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,12133,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2021
2021-04-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11591,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2021
2021-05-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11580,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2021
2021-06-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11350,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2021
2021-07-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11660,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2021
2021-08-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11728,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2021
2021-09-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11616,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2021
2021-10-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11704,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2021
2021-11-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,12443,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2021
2021-12-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,12340,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2021
2022-01-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10107,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2022
2022-02-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10422,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2022
2022-03-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,12363,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2022
2022-04-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11967,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2022
2022-05-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11977,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2022
2022-06-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11654,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2022
2022-07-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11503,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2022
2022-08-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,12294,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2022
2022-09-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11852,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2022
2022-10-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11770,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2022
2022-11-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,12368,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2022
2022-12-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,12227,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2022
2023-01-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11121,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2023
2023-02-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10678,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2023
2023-03-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,12098,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2023
2023-04-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10868,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2023
2023-05-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11541,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2023
2023-06-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11338,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2023
2023-07-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10970,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2023
2023-08-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11726,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2023
2023-09-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11092,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2023
2023-10-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10707,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2023
2023-11-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11958,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2023
2023-12-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11490,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2023
2024-01-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9745,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2024
2024-02-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10140,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2024
2024-03-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10801,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2024
2024-04-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10388,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2024
2024-05-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11186,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2024
2024-06-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10597,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2024
2024-07-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11145,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2024
2024-08-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11679,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2024
2024-09-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11038,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2024
2024-10-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11194,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2024
2024-11-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,12345,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2024
2024-12-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,12455,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2024
2025-01-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10414,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2025
2025-02-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10444,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2025
2025-03-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11549,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2025
2025-04-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11219,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2025
2025-05-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11766,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2025
2025-06-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11053,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2025
2025-07-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11808,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2025
2025-08-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11585,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2025
2025-09-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10888,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2025
2025-10-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11230,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2025
2025-11-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11855,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2025
2025-12-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11764,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2025
2026-01-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10007,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2026
2026-02-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,9976,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2026
2026-03-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11486,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2026
2026-04-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,10840,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2026
2026-05-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11508,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,2026
2026-06-01,home_kitchen,Home & Kitchen,442,Furniture and Home Furnishings Stores,Furniture and home furnishings stores,11270,reported,True,SRC-CENSUS-001,mrtssales92-present.xlsx,2026
1992-01-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",2982,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-02-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",2534,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-03-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",2687,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-04-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",2750,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-05-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",2799,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-06-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",2837,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-07-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",2812,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-08-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3369,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-09-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3305,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-10-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3174,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-11-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3740,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1992-12-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",7154,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1992
1993-01-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3357,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-02-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",2560,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-03-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",2906,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-04-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",2970,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-05-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",2942,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-06-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",2986,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-07-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",2956,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-08-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3597,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-09-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3468,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-10-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3296,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-11-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",4110,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1993-12-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",7515,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1993
1994-01-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3533,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-02-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",2855,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-03-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3259,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-04-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3162,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-05-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3221,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-06-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3299,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-07-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3240,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-08-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",4188,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-09-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3994,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-10-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3717,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-11-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",4571,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1994-12-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",8078,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1994
1995-01-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",4074,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1995
1995-02-01,toys,Toys & Games,451,"Sporting Goods, Hobby, Book, and Music Stores","Sporting goods, hobby, musical instrument, and book stores",3019,reported,False,SRC-CENSUS-001,mrtssales92-present.xlsx,1995
